0,1,0
1,1,80
2,1,700
3,1,30
4,1,20
5,1,25
6,1,30
7,1,500
8,1,0
9,1,40
10,1,40
11,1,25
12,1,0
13,1,20
14,1,0
15,1,200
16,1,0
17,1,0
18,1,400
19,1,25
20,1,20
21,1,0
22,1,20
23,1,0
24,1,30
25,1,1000
26,1,25
27,1,40
28,1,0
29,1,0
30,1,30
31,1,0
32,1,200
33,1,20
34,1,50
35,1,30
36,1,0
37,1,400
38,1,2800
39,1,0
40,1,0
41,1,0
42,1,30
43,1,0
44,1,25
45,1,40
46,1,80
47,1,300
48,1,400
49,1,30
50,1,800
51,1,0
52,1,0
53,1,30
54,1,445
55,1,0
56,1,20
57,1,0
58,1,7260
59,1,20
60,1,400
61,1,0
62,1,0
63,1,20
64,1,0
65,1,60
66,1,0
67,1,25
68,1,60
69,1,400
70,1,0
71,1,3320
72,1,25
73,1,0
74,1,80
75,1,0
76,1,50
77,1,2000
78,1,0
79,1,0
80,1,0
81,1,210
82,1,40
83,1,2560
84,1,0
85,1,7555
86,1,7390
87,1,60
88,1,200
89,1,50
90,1,0
91,1,1000
92,1,200
93,1,0
94,1,0
95,1,20
96,1,20
97,1,0
98,1,30
99,1,200
100,1,30
101,1,30
102,1,1000
103,1,40
104,1,300
105,1,1145
106,1,80
107,1,400
108,1,25
109,1,40
110,1,60
111,1,0
112,1,30
113,1,0
114,1,0
115,1,20
116,1,0
117,1,0
118,1,0
119,1,40
120,1,0
121,1,0
122,1,0
123,1,0
124,1,40
125,1,40
126,1,400
127,1,0
128,1,400
129,1,1600
130,1,30
131,1,60
132,1,30
133,1,24140
134,1,0
135,1,0
136,1,0
137,1,200
138,1,0
139,1,50
140,1,50
141,1,400
142,1,0
143,1,60
144,1,1900
145,1,50
146,1,335
147,1,20
148,1,30
149,1,200
150,1,200
151,1,11545
152,1,0
153,1,0
154,1,400
155,1,200
156,1,50
157,1,0
158,1,1000
159,1,0
160,1,50
161,1,0
162,1,16885
163,1,700
164,1,25
165,1,30
166,1,25
167,1,0
168,1,0
169,1,0
170,1,30
171,1,25
172,1,0
173,1,30
174,1,25
175,1,25
176,1,0
177,1,0
178,1,0
179,1,400
180,1,400
181,1,0
182,1,0
183,1,90
184,1,0
185,1,0
186,1,50
187,1,0
188,1,0
189,1,0
190,1,0
191,1,0
192,1,0
193,1,0
194,1,300
195,1,20
196,1,0
197,1,0
198,1,0
199,1,0
200,1,0
201,1,0
202,1,0
